CD_MUN;Município;value;YEAR;AET;NDVI;NPP;SOIL;TMIN;TMMX;PR
3545605;Santa Adélia (SP);80000;2018;766;5471;8520;316;169;293;100
3545704;Santa Albertina (SP);84000;2018;763;4593;7112;282;171;298;98
3545803;Santa Bárbara d'Oeste (SP);65000;2018;642;5013;9338;200;155;274;88
3546207;Santa Cruz da Conceição (SP);80000;2018;692;5655;9190;293;159;276;94
3546256;Santa Cruz da Esperança (SP);80000;2018;755;5548;10734;384;161;286;109
3546306;Santa Cruz das Palmeiras (SP);80000;2018;711;5880;9641;378;161;282;95
3546405;Santa Cruz do Rio Pardo (SP);70000;2018;754;5201;9913;243;154;282;103
3546504;Santa Ernestina (SP);89000;2018;730;5028;8936;315;163;285;101
3546702;Santa Gertrudes (SP);70000;2018;656;5023;9024;247;154;273;91
3546900;Santa Lúcia (SP);75000;2018;718;5058;9014;319;161;281;99
3547007;Santa Maria da Serra (SP);67000;2018;697;5130;9834;261;158;279;96
3547106;Santa Mercedes (SP);70000;2018;734;5206;7666;199;177;299;88
3547205;Santana da Ponte Pensa (SP);70000;2018;755;5411;7767;233;169;296;96
3547502;Santa Rita do Passa Quatro (SP);80000;2018;726;6114;10851;344;159;281;102
3547601;Santa Rosa de Viterbo (SP);80000;2018;736;5699;10248;389;157;281;105
3547650;Santa Salete (SP);100000;2018;751;5412;8041;236;169;295;95
3547700;Santo Anastácio (SP);70000;2018;694;5215;7482;116;176;300;90
3547908;Santo Antônio da Alegria (SP);80000;2018;724;5820;11514;448;152;265;117
3548005;Santo Antônio de Posse (SP);58000;2018;666;5562;9817;332;149;268;91
3548054;Santo Antônio do Aracanguá (SP);70203;2018;750;4946;7744;204;171;297;94
3548302;Santo Expedito (SP);70008;2018;693;5383;7651;140;176;301;90
3548401;Santópolis do Aguapeí (SP);75890;2018;705;5149;8151;176;165;291;94
3548906;São Carlos (SP);80000;2018;710;5646;9992;329;157;270;100
3549102;São João da Boa Vista (SP);80000;2018;707;5996;10459;435;146;268;107
3549201;São João das Duas Pontes (SP);80000;2018;765;5303;7781;240;171;298;96
3549250;São João de Iracema (SP);60000;2018;765;5493;7754;225;171;298;95
3549409;São Joaquim da Barra (SP);80000;2018;748;5084;8245;390;169;286;120
3549508;São José da Bela Vista (SP);100000;2018;736;5200;9595;386;166;272;123
3549607;São José do Barreiro (SP);60000;2018;697;7253;16569;564;114;232;127
3549706;São José do Rio Pardo (SP);70000;2018;706;6017;10991;502;148;269;107
3549805;São José do Rio Preto (SP);100000;2018;784;4817;7660;339;171;298;100
3550001;São Luiz do Paraitinga (SP);60000;2018;683;6965;15433;421;132;235;110
3550100;São Manuel (SP);80000;2018;725;5124;9854;265;153;278;98
3550407;São Pedro (SP);67000;2018;677;5661;11083;259;156;274;96
3550506;São Pedro do Turvo (SP);72000;2018;739;5439;10267;223;154;282;100
3550605;São Roque (SP);100000;2018;629;6609;14612;375;131;234;103
3550803;São Sebastião da Grama (SP);69905;2018;700;6521;10986;484;133;251;116
3550902;São Simão (SP);70000;2018;749;5646;10777;352;158;283;107
3551207;Sarutaiá (SP);90000;2018;719;5695;11802;254;141;266;100
3551306;Sebastianópolis do Sul (SP);70000;2018;779;5385;8010;270;172;299;98
3551405;Serra Azul (SP);79223;2018;758;5321;10270;364;160;286;109
3551504;Serrana (SP);74000;2018;763;5177;9171;368;163;289;112
3551603;Serra Negra (SP);80000;2018;674;6141;11661;347;135;253;98
3551702;Sertãozinho (SP);85000;2018;749;5079;8261;347;167;291;109
3551900;Severínia (SP);65000;2018;777;5806;8532;401;171;297;106
3552007;Silveiras (SP);65000;2018;703;6668;15070;515;128;247;115
3552106;Socorro (SP);80000;2018;678;5917;12883;354;132;249;102
3552205;Sorocaba (SP);100000;2018;623;4959;11488;228;147;255;91
3552304;Sud Mennucci (SP);82000;2018;754;5043;7521;194;172;297;93
3552403;Sumaré (SP);85000;2018;646;4438;9312;234;156;274;89
3552551;Suzanápolis (SP);70000;2018;774;5175;7898;200;172;297;97
3552601;Tabapuã (SP);90000;2018;780;5462;8477;358;171;297;102
3552700;Tabatinga (SP);70000;2018;748;5553;8850;285;165;288;98
3552908;Taciba (SP);90000;2018;718;5378;8588;137;171;295;97
3553005;Taguaí (SP);;2018;728;5614;11562;259;151;273;98
3553104;Taiaçu (SP);70000;2018;758;5568;8722;377;168;292;104
3553203;Taiúva (SP);75000;2018;751;5299;8766;379;166;289;104
3553302;Tambaú (SP);90000;2018;720;5702;10322;417;157;279;101
3553401;Tanabi (SP);70000;2018;770;5316;7795;312;172;300;100
3553609;Tapiratiba (SP);95200;2018;697;6160;11128;537;144;264;113
3553658;Taquaral (SP);70000;2018;755;5644;9622;387;166;289;105
3553708;Taquaritinga (SP);89000;2018;747;5304;8833;317;166;289;101
3553807;Taquarituba (SP);70000;2018;725;5100;9998;285;148;270;95
3553906;Tarabai (SP);80000;2018;702;5292;7897;117;174;297;93
3553955;Tarumã (SP);93000;2018;701;5131;9146;146;163;289;96
3554003;Tatuí (SP);80000;2018;627;4881;11250;183;149;263;88
3554201;Tejupá (SP);86000;2018;732;5570;11354;279;146;270;98
3554300;Teodoro Sampaio (SP);65346;2018;746;5949;9010;145;168;291;92
3554409;Terra Roxa (SP);75000;2018;755;5162;8094;415;172;296;107
3554508;Tietê (SP);75000;2018;637;5377;10396;175;157;274;85
3554607;Timburi (SP);80000;2018;730;5886;11335;235;147;272;102
3554706;Torrinha (SP);60000;2018;684;5610;10476;274;148;266;98
3554755;Trabiju (SP);75000;2018;721;5460;9909;291;163;283;97
3555000;Tupã (SP);72170;2018;707;5079;8528;157;162;288;96
3555109;Tupi Paulista (SP);70000;2018;718;5222;7824;179;174;297;88
3555208;Turiúba (SP);80000;2018;758;5229;8177;227;170;297;95
3555307;Turmalina (SP);60000;2018;760;5414;7229;292;169;297;96
3555356;Ubarana (SP);90000;2018;757;4714;8104;253;170;297;92
3555604;Uchoa (SP);90000;2018;778;5314;7934;343;170;297;100
3555703;União Paulista (SP);100000;2018;766;5222;8034;252;171;298;95
3555802;Urânia (SP);120000;2018;751;5341;7613;249;169;296;95
3555901;Uru (SP);110000;2018;762;4513;8595;260;165;292;95
3556008;Urupês (SP);80000;2018;769;5574;8191;289;171;297;95
3556107;Valentim Gentil (SP);65000;2018;771;5366;8033;265;171;298;97
3556305;Valparaíso (SP);82000;2018;714;5394;8035;196;169;293;92
3556404;Vargem Grande do Sul (SP);120000;2018;707;5742;9985;453;149;270;103
3556800;Viradouro (SP);75000;2018;754;5209;7999;402;171;294;106
3556909;Vista Alegre do Alto (SP);95000;2018;759;5286;8584;357;168;292;103
3556958;Vitória Brasil (SP);100000;2018;757;5149;7457;270;167;294;96
3557105;Votuporanga (SP);75000;2018;778;5238;7900;277;171;299;98
3557154;Zacarias (SP);80000;2018;754;4200;8025;230;170;297;93
3557204;Chavantes (SP);85000;2018;742;5402;9299;217;155;281;103
3557303;Estiva Gerbi (SP);45000;2018;690;5472;9498;388;152;274;96
3500105;Adamantina (SP);75000;2019;536;5174;7168;166;180;305;58
3500204;Adolfo (SP);90000;2019;564;4080;8024;255;177;304;61
3500303;Aguaí (SP);85000;2019;732;5614;9857;399;163;285;88
3500550;Águas de Santa Bárbara (SP);75000;2019;632;5388;10935;246;156;285;72
3500709;Agudos (SP);70000;2019;611;5969;11243;248;162;290;72
3500758;Alambari (SP);80000;2019;641;5634;12723;181;152;261;76
3500907;Altair (SP);80000;2019;676;5609;7796;412;180;309;79
3501004;Altinópolis (SP);74000;2019;728;5740;10594;411;162;276;98
3501103;Alto Alegre (SP);80000;2019;533;5165;8222;205;172;300;60
3501152;Alumínio (SP);85000;2019;733;6061;13802;310;141;246;91
3501202;Álvares Florence (SP);75002;2019;619;5103;7714;296;181;310;69
3501608;Americana (SP);80000;2019;673;4394;9233;246;165;283;78
3501707;Américo Brasiliense (SP);80000;2019;705;5098;8991;322;167;285;81
3501806;Américo de Campos (SP);70000;2019;623;5195;7718;308;181;311;70
3501905;Amparo (SP);60000;2019;735;6169;11859;327;146;263;91
3502002;Analândia (SP);85000;2019;720;5999;10401;303;157;269;85
3502101;Andradina (SP);70000;2019;577;5327;7840;218;184;308;58
3502200;Angatuba (SP);85000;2019;650;5884;13221;260;152;269;86
3502309;Anhembi (SP);79259;2019;646;5340;11513;243;166;286;77
3502408;Anhumas (SP);75000;2019;611;5431;7024;120;185;309;64
3502606;Aparecida d'Oeste (SP);85000;2019;578;5422;7853;192;181;308;59
3502804;Araçatuba (SP);75000;2019;525;4832;7441;200;177;304;59
3502903;Araçoiaba da Serra (SP);80000;2019;659;5298;11404;201;152;260;75
3503000;Aramina (SP);75000;2019;677;4920;8677;403;175;294;98
3503109;Arandu (SP);;2019;648;4259;10561;256;153;281;72
3503158;Arapeí (SP);65000;2019;789;6767;15448;569;140;258;124
3503208;Araraquara (SP);80000;2019;690;5380;9559;314;166;283;81
3503307;Araras (SP);80000;2019;709;5642;9716;297;160;278;84
3503356;Arco-Íris (SP);70000;2019;536;4941;8278;169;174;301;62
3503406;Arealva (SP);77000;2019;542;5418;8977;224;173;299;60
3503505;Areias (SP);65000;2019;798;6507;14913;569;129;249;124
3503604;Areiópolis (SP);84438;2019;647;5289;9096;261;160;284;82
3503703;Ariranha (SP);73000;2019;658;5293;8409;342;174;298;71
3503802;Artur Nogueira (SP);78400;2019;713;5425;9773;308;159;278;85
3503950;Aspásia (SP);90000;2019;633;5280;7163;249;178;307;66
3504008;Assis (SP);85000;2019;593;5294;9045;160;168;295;62
3504107;Atibaia (SP);70000;2019;730;6182;12520;334;140;248;95
3504206;Auriflama (SP);75000;2019;559;5417;7541;205;179;307;59
3504305;Avaí (SP);70000;2019;558;5607;10089;238;170;298;62
3504404;Avanhandava (SP);75000;2019;574;5127;8275;251;173;301;62
3504503;Avaré (SP);70000;2019;663;5218;11845;291;150;277;77
3504602;Bady Bassitt (SP);85000;2019;588;5309;7995;301;177;305;65
3504701;Balbinos (SP);90000;2019;550;4968;8661;251;172;299;61
3504800;Bálsamo (SP);80000;2019;640;5467;8064;313;177;305;73
3504909;Bananal (SP);65000;2019;793;7156;16146;573;133;250;126
3505104;Barbosa (SP);50000;2019;573;4751;8098;244;177;305;64
3505203;Bariri (SP);78000;2019;599;5254;8100;252;173;296;68
3505302;Barra Bonita (SP);75000;2019;640;5048;8724;252;164;287;78
3505500;Barretos (SP);83667;2019;716;5260;8176;449;179;305;81
3505609;Barrinha (SP);85000;2019;712;5095;8374;339;173;296;80
3505807;Bastos (SP);70000;2019;580;5375;8296;149;176;302;66
3505906;Batatais (SP);85000;2019;723;5112;9319;390;164;273;97
3506003;Bauru (SP);65000;2019;565;5331;9805;233;170;298;63
3506102;Bebedouro (SP);75000;2019;708;5446;8655;405;175;298;78
3506201;Bento de Abreu (SP);71656;2019;523;5210;7841;189;176;302;58
3506300;Bernardino de Campos (SP);80000;2019;660;5320;10136;238;156;283;72
3506409;Bilac (SP);70000;2019;537;5170;8124;197;173;300;62
3506508;Birigui (SP);60000;2019;547;5060;7655;206;175;302;63
3506706;Boa Esperança do Sul (SP);78333;2019;658;5723;9233;282;171;292;76
3506805;Bocaina (SP);75000;2019;647;5747;8640;267;169;290;75
3507001;Boituva (SP);73333;2019;645;5056;10935;186;158;270;73
3507209;Borá (SP);68000;2019;573;5421;8823;154;172;299;65
3507308;Boracéia (SP);80000;2019;586;4796;8015;241;172;297;66
3507407;Borborema (SP);82000;2019;561;5034;8250;266;177;302;62
3507456;Borebi (SP);68000;2019;634;6488;12672;264;156;284;76
3507506;Botucatu (SP);79409;2019;666;5572;12288;274;153;276;83
3507605;Bragança Paulista (SP);80000;2019;745;5843;12085;331;139;251;93
3507704;Braúna (SP);62000;2019;539;5165;8241;205;172;299;62
3507753;Brejo Alegre (SP);60000;2019;558;4408;7565;217;176;304;63
3507803;Brodowski (SP);65000;2019;742;5340;8906;381;165;284;94
3507902;Brotas (SP);82000;2019;676;5870;10733;295;158;272;81
3508108;Buritama (SP);80000;2019;560;4942;7575;218;178;305;62
3508207;Buritizal (SP);60000;2019;667;5463;9435;388;169;279;101
3508306;Cabrália Paulista (SP);48889;2019;585;5669;10824;238;164;292;69
3508405;Cabreúva (SP);75000;2019;717;6717;14894;305;144;252;89
3508504;Caçapava (SP);120000;2019;769;5907;13415;345;156;262;97
3508702;Caconde (SP);82000;2019;719;6037;12192;540;147;267;100
3508801;Cafelândia (SP);63000;2019;562;5178;8688;252;171;299;61
3508900;Caiabu (SP);75000;2019;581;5406;7314;133;189;314;61
3509106;Caiuá (SP);64000;2019;544;5143;6490;151;191;314;56
3509304;Cajobi (SP);90000;2019;686;5636;8716;385;178;303;77
3509403;Cajuru (SP);67200;2019;734;5837;10266;418;160;279;98
3509452;Campina do Monte Alegre (SP);85000;2019;646;5605;12328;259;152;267;85
3509502;Campinas (SP);74588;2019;718;4982;11316;279;159;275;83
3509809;Campos Novos Paulista (SP);40000;2019;588;5151;9097;197;164;292;62
3510005;Cândido Mota (SP);83000;2019;573;4880;8023;143;174;300;60
3510104;Cândido Rodrigues (SP);90000;2019;666;5362;8489;329;174;297;71
3510153;Canitar (SP);70000;2019;679;4921;8233;204;165;292;72
3510302;Capela do Alto (SP);83000;2019;645;5280;11426;183;155;264;75
3510401;Capivari (SP);70000;2019;633;5348;9409;166;164;279;71
3510708;Cardoso (SP);76000;2019;615;4807;7362;321;183;312;71
3510807;Casa Branca (SP);100000;2019;724;5639;10235;431;163;285;86
3510906;Cássia dos Coqueiros (SP);60000;2019;722;5940;11266;462;150;264;103
3511003;Castilho (SP);70281;2019;584;5346;7559;238;188;310;59
3511102;Catanduva (SP);81000;2019;640;5206;8273;331;176;301;69
3511201;Catiguá (SP);85000;2019;633;5112;8201;333;176;302;69
3511300;Cedral (SP);80000;2019;611;5400;7965;332;177;304;68
3511409;Cerqueira César (SP);80000;2019;641;5112;10927;242;151;280;71
3511508;Cerquilho (SP);90000;2019;633;5123;10602;184;161;275;72
3511607;Cesário Lange (SP);80000;2019;632;4981;11025;189;158;273;75
3511706;Charqueada (SP);65316;2019;674;5356;9493;252;165;282;79
3511904;Clementina (SP);57000;2019;538;5210;8302;191;173;300;63
3512001;Colina (SP);81000;2019;713;5422;8442;421;176;300;80
3512100;Colômbia (SP);80000;2019;721;5069;8298;471;180;309;86
3512209;Conchal (SP);75000;2019;716;5432;10025;333;160;279;88
3512308;Conchas (SP);80524;2019;631;5767;12215;209;167;284;75
3512407;Cordeirópolis (SP);96600;2019;677;5323;9217;260;159;276;78
3512506;Coroados (SP);70000;2019;547;4990;8140;212;173;301;63
3512704;Corumbataí (SP);70000;2019;705;6010;10606;282;160;275;83
3512803;Cosmópolis (SP);80000;2019;702;5213;9373;282;162;280;81
3512902;Cosmorama (SP);70000;2019;635;5322;7695;298;181;310;71
3513108;Cravinhos (SP);71000;2019;752;5175;8755;346;165;288;92
3513207;Cristais Paulista (SP);80000;2019;680;5737;10610;384;165;264;108
3513306;Cruzália (SP);85000;2019;624;4444;7916;159;181;306;65
3513405;Cruzeiro (SP);65000;2019;800;6525;15527;585;144;268;109
3513702;Descalvado (SP);80000;2019;745;5754;9359;321;165;281;86
3513850;Dirce Reis (SP);80000;2019;582;5358;7585;213;180;308;61
3514007;Dobrada (SP);90000;2019;670;5111;8584;305;169;289;75
3514106;Dois Córregos (SP);85000;2019;651;5130;9048;268;160;279;78
3514205;Dolcinópolis (SP);90000;2019;641;5158;6686;280;178;307;68
3514304;Dourado (SP);72000;2019;670;5904;9994;287;166;284;79
3514403;Dracena (SP);70000;2019;553;5262;6589;166;186;310;57
3514502;Duartina (SP);74000;2019;574;5525;10333;236;164;292;67
3514601;Dumont (SP);85000;2019;722;5069;8392;334;170;293;83
3514700;Echaporã (SP);75000;2019;578;5587;9431;180;165;292;62
3514908;Elias Fausto (SP);79000;2019;661;5261;10006;190;164;278;74
3514924;Elisiário (SP);66000;2019;600;5569;8370;314;177;303;65
3514957;Embaúba (SP);85000;2019;677;5517;8332;372;178;303;75
3515129;Emilianópolis (SP);100000;2019;553;5209;6600;141;191;316;58
3515152;Engenheiro Coelho (SP);90000;2019;709;5571;9591;309;158;277;84
3515186;Espírito Santo do Pinhal (SP);70000;2019;734;6264;10417;401;151;273;100
3515194;Espírito Santo do Turvo (SP);75000;2019;610;4971;9875;243;164;292;72
3515202;Estrela d'Oeste (SP);80000;2019;616;5401;6963;264;177;306;67
3515301;Estrela do Norte (SP);85000;2019;607;5483;6724;126;184;309;63
3515350;Euclides da Cunha Paulista (SP);72811;2019;604;5055;6474;158;179;303;63
3515509;Fernandópolis (SP);72176;2019;615;5192;7335;274;177;306;68
3515608;Fernando Prestes (SP);85000;2019;656;5476;8591;329;175;298;70
3515806;Flora Rica (SP);75000;2019;557;5160;6712;153;187;312;58
3515905;Floreal (SP);90000;2019;622;5312;7660;232;178;306;66
3516002;Flórida Paulista (SP);70000;2019;546;5258;7017;168;181;306;57
3516101;Florínea (SP);110000;2019;593;4549;7923;153;180;305;62
3516200;Franca (SP);80000;2019;699;5349;10665;391;166;261;107
3516507;Gabriel Monteiro (SP);80000;2019;537;5191;8425;191;173;300;62
3516804;Gastão Vidigal (SP);83000;2019;601;5266;8031;220;179;307;64
3516853;Gavião Peixoto (SP);82667;2019;660;5693;9573;289;171;291;76
3516903;General Salgado (SP);65000;2019;582;5416;7491;212;178;306;62
3517000;Getulina (SP);75000;2019;521;5096;8550;189;172;299;58
3517109;Glicério (SP);80000;2019;554;4664;7919;220;175;303;63
3517208;Guaiçara (SP);65000;2019;577;5094;8161;260;172;300;61
3517307;Guaimbê (SP);55000;2019;538;5142;8751;202;169;297;61
3517406;Guaíra (SP);85000;2019;706;4750;7970;457;179;305;83
3517505;Guapiaçu (SP);80000;2019;657;5221;8051;371;179;306;74
3517703;Guará (SP);80000;2019;693;4746;8730;389;174;286;94
3517802;Guaraçaí (SP);70000;2019;553;5656;7883;201;181;305;57
3517901;Guaraci (SP);80000;2019;707;4706;7807;438;181;311;82
3518008;Guarani d'Oeste (SP);72000;2019;632;5078;6862;301;178;306;70
3518107;Guarantã (SP);70000;2019;549;5239;9135;226;169;297;62
3518206;Guararapes (SP);70000;2019;524;5300;8027;192;175;302;59
3518503;Guareí (SP);80000;2019;649;5723;13157;224;149;265;82
3518602;Guariba (SP);85000;2019;684;5004;8702;323;169;290;78
3518859;Guatapará (SP);73001;2019;722;5366;9516;319;169;292;83
3518909;Guzolândia (SP);65000;2019;551;5279;7444;199;179;307;58
3519006;Herculândia (SP);75000;2019;538;4874;7964;155;171;298;63
3519055;Holambra (SP);130000;2019;721;5538;9551;312;159;278;86
3519071;Hortolândia (SP);;2019;694;3927;9145;243;165;282;79
3519105;Iacanga (SP);80000;2019;540;5280;8529;232;175;301;60
3519204;Iacri (SP);61000;2019;561;5055;8262;169;173;300;65
3519253;Iaras (SP);70000;2019;636;5464;11072;263;156;285;74
3519303;Ibaté (SP);85000;2019;718;5549;9651;334;163;275;85
3519402;Ibirá (SP);65000;2019;581;5673;7696;311;179;305;64
3519501;Ibirarema (SP);85000;2019;591;4733;7979;159;168;295;62
3519600;Ibitinga (SP);75000;2019;571;5170;8475;256;176;300;64
3519808;Icém (SP);80000;2019;682;4854;7695;409;183;313;80
3519907;Iepê (SP);70079;2019;676;4863;7720;164;181;305;71
3520004;Igaraçu do Tietê (SP);75000;2019;639;5381;8816;251;166;289;79
3520103;Igarapava (SP);69000;2019;673;5221;9523;388;173;291;104
3520442;Ilha Solteira (SP);75000;2019;597;4391;7235;239;183;309;60
3520509;Indaiatuba (SP);79000;2019;702;5220;10666;240;162;275;80
3520608;Indiana (SP);69870;2019;602;5514;7377;129;188;313;63
3520707;Indiaporã (SP);80000;2019;639;4699;6857;323;181;309;71
3520806;Inúbia Paulista (SP);69000;2019;545;5734;7728;149;178;304;60
3520905;Ipaussu (SP);80000;2019;679;5455;9576;236;157;284;73
3521002;Iperó (SP);79943;2019;663;5837;12593;194;155;264;75
3521101;Ipeúna (SP);77000;2019;680;5818;10418;265;162;277;81
3521150;Ipiguá (SP);80000;2019;655;5352;8003;351;179;308;75
3521309;Ipuã (SP);75000;2019;689;4310;8215;410;177;296;87
3521408;Iracemápolis (SP);85500;2019;647;5466;9271;225;162;279;74
3521507;Irapuã (SP);90000;2019;556;5611;8302;273;177;304;60
3521606;Irapuru (SP);70000;2019;558;5220;6943;171;182;306;58
3521804;Itaí (SP);75000;2019;649;4890;9957;306;152;275;75
3521903;Itajobi (SP);76000;2019;577;5357;8352;292;176;302;63
3522000;Itaju (SP);75000;2019;571;5044;8232;245;175;299;65
3522307;Itapetininga (SP);80000;2019;655;5663;12458;226;147;258;82
3522406;Itapeva (SP);80000;2019;692;5911;13011;350;143;258;79
3522604;Itapira (SP);60000;2019;736;5895;11579;362;152;272;97
3522703;Itápolis (SP);90000;2019;598;5534;8530;283;176;300;65
3522901;Itapuí (SP);80000;2019;618;5039;8281;251;170;294;71
3523008;Itapura (SP);80000;2019;589;5135;7548;265;186;310;58
3523404;Itatiba (SP);50000;2019;720;5766;11431;303;145;257;89
3523503;Itatinga (SP);78511;2019;676;6042;14099;290;148;272;83
3523602;Itirapina (SP);70000;2019;692;5936;11392;291;154;266;84
3523701;Itirapuã (SP);83750;2019;698;6065;12011;414;160;263;109
3523800;Itobi (SP);80556;2019;730;5812;10574;471;155;276;91
3523909;Itu (SP);79000;2019;714;5763;12558;246;155;264;82
3524006;Itupeva (SP);50000;2019;713;5844;11377;281;154;265;84
3524105;Ituverava (SP);85000;2019;678;4776;8881;396;174;289;95
3524204;Jaborandi (SP);76000;2019;711;5185;8080;433;178;302;79
3524303;Jaboticabal (SP);85000;2019;695;4971;8192;354;171;293;78
3524709;Jaguariúna (SP);80000;2019;727;5350;9572;313;160;278;86
3524808;Jales (SP);90000;2019;611;5383;7163;245;178;306;65
3525102;Jardinópolis (SP);80000;2019;738;5327;8591;367;171;293;89
3525201;Jarinu (SP);65000;2019;724;6161;12051;319;142;252;93
3525300;Jaú (SP);80000;2019;641;5197;8413;261;165;287;75
3525409;Jeriquara (SP);80000;2019;675;5341;9313;380;166;267;103
3525607;João Ramalho (SP);65871;2019;616;5204;8457;149;177;303;67
3525706;José Bonifácio (SP);70000;2019;569;5091;7969;256;179;307;62
3525854;Jumirim (SP);75000;2019;629;5518;11549;182;165;280;72
3526001;Junqueirópolis (SP);65000;2019;552;5165;7028;170;184;308;57
3526407;Laranjal Paulista (SP);73000;2019;627;5451;11504;188;166;282;73
3526506;Lavínia (SP);80000;2019;520;5387;7455;200;178;304;55
3526704;Leme (SP);92700;2019;724;5446;9307;315;165;283;86
3526803;Lençóis Paulista (SP);76000;2019;643;5666;10687;265;157;284;79
3526902;Limeira (SP);79200;2019;669;5268;9345;250;163;281;76
3527009;Lindóia (SP);100000;2019;741;6003;12700;354;147;267;99
3527108;Lins (SP);75000;2019;575;5228;8381;262;171;298;61
3527256;Lourdes (SP);70000;2019;569;5359;7784;216;178;306;62
3527405;Lucélia (SP);68000;2019;536;5299;7334;160;179;305;58
3527504;Lucianópolis (SP);75000;2019;584;5403;10091;235;163;292;69
3527603;Luís Antônio (SP);85000;2019;743;5678;10270;330;167;289;88
3527702;Luiziânia (SP);70000;2019;527;5185;8075;181;173;301;61
3527900;Lutécia (SP);70489;2019;574;5348;8741;162;169;297;64
3528007;Macatuba (SP);86000;2019;630;5190;8851;249;166;290;76
3528106;Macaubal (SP);80000;2019;601;5287;8030;242;179;307;66
3528205;Macedônia (SP);77538;2019;606;5110;7206;300;179;308;69
3528304;Magda (SP);75000;2019;614;5546;7603;229;178;306;66
3528601;Manduri (SP);85540;2019;645;5259;10883;235;153;280;71
3528700;Marabá Paulista (SP);72273;2019;544;5233;6222;120;188;312;57
3528809;Maracaí (SP);90000;2019;628;4732;7901;156;178;304;66
3528858;Marapoama (SP);90000;2019;575;5388;8291;299;178;303;62
3528908;Mariápolis (SP);70000;2019;558;5141;6836;147;186;311;59
3529005;Marília (SP);77500;2019;555;5448;9611;180;167;295;63
3529203;Martinópolis (SP);87361;2019;614;5347;7384;134;184;309;65
3529302;Matão (SP);80000;2019;662;5521;8863;300;170;290;75
3529500;Mendonça (SP);80000;2019;562;5279;7943;263;178;305;61
3529609;Meridiano (SP);62000;2019;616;5405;7694;260;178;307;67
3529658;Mesópolis (SP);71982;2019;676;4941;6621;302;181;310;71
3529708;Miguelópolis (SP);90000;2019;692;4116;8166;434;177;301;90
3529807;Mineiros do Tietê (SP);80000;2019;646;4989;8785;260;161;282;79
3530003;Mira Estrela (SP);80000;2019;622;4488;7248;328;182;311;72
3530102;Mirandópolis (SP);74333;2019;535;5615;7807;202;179;304;55
3530201;Mirante do Paranapanema (SP);68912;2019;561;5155;6194;122;185;309;58
3530300;Mirassol (SP);85000;2019;611;5251;8228;306;177;304;69
3530409;Mirassolândia (SP);75000;2019;652;5257;8062;339;180;309;75
3530508;Mococa (SP);80000;2019;723;5856;10425;485;160;282;94
3530706;Mogi Guaçu (SP);50000;2019;723;5959;10807;373;159;280;91
3530805;Mogi Mirim (SP);50000;2019;722;5373;9926;349;156;276;92
3530904;Mombuca (SP);67000;2019;624;5225;9486;166;165;281;70
3531001;Monções (SP);71810;2019;595;5231;7843;231;179;307;65
3531209;Monte Alegre do Sul (SP);60000;2019;738;6501;12658;337;139;255;95
3531308;Monte Alto (SP);90000;2019;682;5456;8244;352;171;293;74
3531407;Monte Aprazível (SP);80000;2019;622;5281;7849;278;180;308;69
3531506;Monte Azul Paulista (SP);73000;2019;706;5704;8904;394;176;300;78
3531605;Monte Castelo (SP);70000;2019;544;5569;7380;186;186;309;56
3531803;Monte Mor (SP);97670;2019;660;5190;10006;205;165;280;75
3531902;Morro Agudo (SP);77000;2019;707;4828;7908;399;177;298;83
3532058;Motuca (SP);83333;2019;687;5169;8974;310;168;289;78
3532108;Murutinga do Sul (SP);90000;2019;567;5612;8109;210;181;305;58
3532157;Nantes (SP);65800;2019;658;4718;7344;156;181;306;69
3532207;Narandiba (SP);89999;2019;624;5545;7368;140;183;307;65
3532405;Nazaré Paulista (SP);85000;2019;748;7150;15694;367;135;240;101
3532504;Neves Paulista (SP);80000;2019;594;5301;8145;282;178;306;66
3532603;Nhandeara (SP);80000;2019;628;5266;7797;246;179;307;68
3532702;Nipoã (SP);70000;2019;587;5224;7920;266;180;308;65
3532801;Nova Aliança (SP);80000;2019;565;5353;8132;274;178;306;62
3532843;Nova Canaã Paulista (SP);85000;2019;595;5368;7699;209;180;308;61
3532868;Nova Castilho (SP);75000;2019;583;5097;7807;212;178;306;62
3532900;Nova Europa (SP);81667;2019;646;5488;8974;284;172;294;73
3533007;Nova Granada (SP);80000;2019;662;5293;7784;377;181;310;78
3533106;Nova Guataporanga (SP);65000;2019;557;5193;6636;189;184;307;57
3533205;Nova Independência (SP);68000;2019;555;5614;7472;197;185;308;57
3533254;Novais (SP);75000;2019;666;5378;8298;360;177;302;73
3533304;Nova Luzitânia (SP);68000;2019;580;5430;7902;214;179;307;62
3533403;Nova Odessa (SP);70000;2019;670;4814;9431;237;165;282;77
3533502;Novo Horizonte (SP);70000;2019;560;5062;8327;276;176;302;61
3533601;Nuporanga (SP);80000;2019;712;4865;9052;383;170;279;95
3533700;Ocauçu (SP);75000;2019;579;5692;10029;206;163;291;64
3533809;Óleo (SP);85000;2019;644;5337;10347;237;156;284;71
3533908;Olímpia (SP);75000;2019;682;5478;8057;402;179;306;78
3534005;Onda Verde (SP);75000;2019;662;5259;7824;379;180;308;77
3534104;Oriente (SP);80000;2019;541;5630;9720;159;168;296;62
3534203;Orindiúva (SP);70000;2019;681;5301;7827;387;183;313;80
3534302;Orlândia (SP);72000;2019;715;5116;8230;379;171;285;92
